m,TagName,
"2016-11-01 00:00:00","objective-c","1560"
"2016-11-01 00:00:00","erlang","76"
"2016-12-01 00:00:00","javascript","19769"
"2016-12-01 00:00:00","c++","5217"
"2016-12-01 00:00:00","shell","691"
"2016-12-01 00:00:00","scala","1177"
"2016-12-01 00:00:00","sql","4162"
"2016-12-01 00:00:00","ruby","1627"
"2016-12-01 00:00:00","c#","10673"
"2016-12-01 00:00:00","kotlin","108"
"2016-12-01 00:00:00","groovy","183"
"2016-12-01 00:00:00","fortran","98"
"2016-12-01 00:00:00","objective-c","1496"
"2016-12-01 00:00:00","cobol","5"
"2016-12-01 00:00:00","java","13822"
"2016-12-01 00:00:00","rust","202"
"2016-12-01 00:00:00","python","13018"
"2016-12-01 00:00:00","assembly","314"
"2016-12-01 00:00:00","clojure","137"
"2016-12-01 00:00:00","c","2792"
"2016-12-01 00:00:00","delphi","252"
"2016-12-01 00:00:00","erlang","74"
"2016-12-01 00:00:00","go","495"
"2016-12-01 00:00:00","typescript","1403"
"2016-12-01 00:00:00","perl","336"
"2016-12-01 00:00:00","swift","3923"
"2016-12-01 00:00:00","haskell","388"
"2016-12-01 00:00:00","julia","76"
"2016-12-01 00:00:00","lua","145"
"2016-12-01 00:00:00","r","3149"
"2016-12-01 00:00:00","php","11442"
"2017-01-01 00:00:00","erlang","85"
"2017-01-01 00:00:00","c#","11677"
"2017-01-01 00:00:00","typescript","1553"
"2017-01-01 00:00:00","groovy","240"
"2017-01-01 00:00:00","shell","672"
"2017-01-01 00:00:00","kotlin","144"
"2017-01-01 00:00:00","python","14241"
"2017-01-01 00:00:00","julia","91"
"2017-01-01 00:00:00","scala","1172"
"2017-01-01 00:00:00","haskell","424"
"2017-01-01 00:00:00","perl","325"
"2017-01-01 00:00:00","ruby","1821"
"2017-01-01 00:00:00","lua","165"
"2017-01-01 00:00:00","clojure","139"
"2017-01-01 00:00:00","c","2754"
"2017-01-01 00:00:00","swift","4330"
"2017-01-01 00:00:00","objective-c","1462"
"2017-01-01 00:00:00","sql","4389"
"2017-01-01 00:00:00","rust","226"
"2017-01-01 00:00:00","fortran","93"
"2017-01-01 00:00:00","assembly","306"
"2017-01-01 00:00:00","go","559"
"2017-01-01 00:00:00","java","14534"
"2017-01-01 00:00:00","c++","5642"
"2017-01-01 00:00:00","cobol","7"
"2017-01-01 00:00:00","javascript","21368"
"2017-01-01 00:00:00","r","3486"
"2017-01-01 00:00:00","php","12576"
"2017-01-01 00:00:00","delphi","285"
"2017-02-01 00:00:00","objective-c","1336"
"2017-02-01 00:00:00","haskell","421"
"2017-02-01 00:00:00","php","12449"
"2017-02-01 00:00:00","clojure","118"
"2017-02-01 00:00:00","python","14751"
"2017-02-01 00:00:00","ruby","1622"
"2017-02-01 00:00:00","delphi","303"
"2017-02-01 00:00:00","swift","4047"
"2017-02-01 00:00:00","scala","1099"
"2017-02-01 00:00:00","kotlin","121"
"2017-02-01 00:00:00","typescript","1553"
"2017-02-01 00:00:00","java","14536"
"2017-02-01 00:00:00","groovy","249"
"2017-02-01 00:00:00","erlang","67"
"2017-02-01 00:00:00","c","2725"
"2017-02-01 00:00:00","c#","11469"
"2017-02-01 00:00:00","cobol","6"
"2017-02-01 00:00:00","sql","4426"
"2017-02-01 00:00:00","perl","398"
"2017-02-01 00:00:00","fortran","85"
"2017-02-01 00:00:00","go","551"
"2017-02-01 00:00:00","javascript","21161"
"2017-02-01 00:00:00","shell","728"
"2017-02-01 00:00:00","c++","5162"
"2017-02-01 00:00:00","rust","202"
"2017-02-01 00:00:00","julia","75"
"2017-02-01 00:00:00","lua","146"
"2017-02-01 00:00:00","r","3673"
"2017-02-01 00:00:00","assembly","301"
"2017-03-01 00:00:00","lua","158"
"2017-03-01 00:00:00","assembly","371"
"2017-03-01 00:00:00","c++","6212"
"2017-03-01 00:00:00","c","2960"
"2017-03-01 00:00:00","c#","12974"
"2017-03-01 00:00:00","typescript","1839"
"2017-03-01 00:00:00","python","17103"
"2017-03-01 00:00:00","groovy","277"
"2017-03-01 00:00:00","javascript","23665"
"2017-03-01 00:00:00","r","4600"
"2017-03-01 00:00:00","objective-c","1443"
"2017-03-01 00:00:00","cobol","14"
"2017-03-01 00:00:00","haskell","433"
"2017-03-01 00:00:00","java","17283"
"2017-03-01 00:00:00","kotlin","182"
"2017-03-01 00:00:00","perl","409"
"2017-03-01 00:00:00","delphi","304"
"2017-03-01 00:00:00","rust","216"
"2017-03-01 00:00:00","ruby","1790"
"2017-03-01 00:00:00","go","650"
"2017-03-01 00:00:00","fortran","127"
"2017-03-01 00:00:00","php","13984"
"2017-03-01 00:00:00","scala","1300"
"2017-03-01 00:00:00","sql","5337"
"2017-03-01 00:00:00","julia","96"
"2017-03-01 00:00:00","shell","908"
"2017-03-01 00:00:00","swift","4604"
"2017-03-01 00:00:00","clojure","140"
"2017-03-01 00:00:00","erlang","84"
"2017-04-01 00:00:00","haskell","373"
"2017-04-01 00:00:00","scala","1130"
"2017-04-01 00:00:00","fortran","114"
"2017-04-01 00:00:00","sql","4710"
"2017-04-01 00:00:00","objective-c","1141"
"2017-04-01 00:00:00","assembly","316"
"2017-04-01 00:00:00","ruby","1486"
"2017-04-01 00:00:00","typescript","1740"
"2017-04-01 00:00:00","c#","11075"
"2017-04-01 00:00:00","cobol","10"
"2017-04-01 00:00:00","c++","5866"
"2017-04-01 00:00:00","c","2848"
"2017-04-01 00:00:00","kotlin","147"
"2017-04-01 00:00:00","delphi","263"
"2017-04-01 00:00:00","javascript","21202"
"2017-04-01 00:00:00","rust","187"
"2017-04-01 00:00:00","lua","191"
"2017-04-01 00:00:00","python","15619"
"2017-04-01 00:00:00","erlang","58"
"2017-04-01 00:00:00","r","4261"
"2017-04-01 00:00:00","php","12347"
"2017-04-01 00:00:00","shell","851"
"2017-04-01 00:00:00","swift","3906"
"2017-04-01 00:00:00","go","507"
"2017-04-01 00:00:00","julia","79"
"2017-04-01 00:00:00","groovy","258"
"2017-04-01 00:00:00","java","15905"
"2017-04-01 00:00:00","perl","369"
"2017-04-01 00:00:00","clojure","127"
"2017-05-01 00:00:00","shell","828"
"2017-05-01 00:00:00","kotlin","386"
"2017-05-01 00:00:00","typescript","1915"
"2017-05-01 00:00:00","javascript","22362"
"2017-05-01 00:00:00","erlang","77"
"2017-05-01 00:00:00","swift","4087"
"2017-05-01 00:00:00","assembly","348"
"2017-05-01 00:00:00","fortran","105"
"2017-05-01 00:00:00","delphi","317"
"2017-05-01 00:00:00","lua","161"
"2017-05-01 00:00:00","r","4313"
"2017-05-01 00:00:00","java","16309"
"2017-05-01 00:00:00","haskell","425"
"2017-05-01 00:00:00","go","583"
"2017-05-01 00:00:00","python","16156"
"2017-05-01 00:00:00","c","2742"
"2017-05-01 00:00:00","scala","1171"
"2017-05-01 00:00:00","php","12993"
"2017-05-01 00:00:00","rust","197"
"2017-05-01 00:00:00","groovy","297"
"2017-05-01 00:00:00","objective-c","1182"
"2017-05-01 00:00:00","c#","11961"
"2017-05-01 00:00:00","perl","355"
"2017-05-01 00:00:00","sql","5148"
"2017-05-01 00:00:00","cobol","11"
"2017-05-01 00:00:00","julia","90"
"2017-05-01 00:00:00","clojure","127"
"2017-05-01 00:00:00","ruby","1518"
"2017-05-01 00:00:00","c++","5292"
"2017-06-01 00:00:00","kotlin","556"
"2017-06-01 00:00:00","perl","312"
"2017-06-01 00:00:00","java","14595"
"2017-06-01 00:00:00","objective-c","1220"
"2017-06-01 00:00:00","erlang","61"
"2017-06-01 00:00:00","lua","133"
"2017-06-01 00:00:00","javascript","21546"
"2017-06-01 00:00:00","python","15984"
"2017-06-01 00:00:00","c","2346"
"2017-06-01 00:00:00","rust","175"
"2017-06-01 00:00:00","c#","11286"
"2017-06-01 00:00:00","scala","1169"
"2017-06-01 00:00:00","c++","4672"
"2017-06-01 00:00:00","shell","838"
"2017-06-01 00:00:00","groovy","269"
"2017-06-01 00:00:00","go","572"
"2017-06-01 00:00:00","fortran","137"
"2017-06-01 00:00:00","r","4442"
"2017-06-01 00:00:00","sql","4826"
"2017-06-01 00:00:00","delphi","245"
"2017-06-01 00:00:00","ruby","1415"
"2017-06-01 00:00:00","typescript","1871"
"2017-06-01 00:00:00","clojure","109"
"2017-06-01 00:00:00","assembly","240"
"2017-06-01 00:00:00","swift","4189"
"2017-06-01 00:00:00","haskell","345"
"2017-06-01 00:00:00","julia","100"
"2017-06-01 00:00:00","php","11699"
"2017-06-01 00:00:00","cobol","10"
"2017-07-01 00:00:00","java","14095"
"2017-07-01 00:00:00","php","11709"
"2017-07-01 00:00:00","scala","1247"
"2017-07-01 00:00:00","c","2040"
"2017-07-01 00:00:00","c++","5007"
"2017-07-01 00:00:00","sql","4807"
"2017-07-01 00:00:00","groovy","249"
"2017-07-01 00:00:00","typescript","1951"
"2017-07-01 00:00:00","clojure","104"
"2017-07-01 00:00:00","javascript","21574"
"2017-07-01 00:00:00","objective-c","1104"
"2017-07-01 00:00:00","delphi","207"
"2017-07-01 00:00:00","c#","11191"
"2017-07-01 00:00:00","kotlin","519"
"2017-07-01 00:00:00","python","16881"
"2017-07-01 00:00:00","assembly","220"
"2017-07-01 00:00:00","fortran","118"
"2017-07-01 00:00:00","ruby","1521"
"2017-07-01 00:00:00","cobol","8"
"2017-07-01 00:00:00","go","653"
"2017-07-01 00:00:00","julia","90"
"2017-07-01 00:00:00","haskell","334"
"2017-07-01 00:00:00","swift","4341"
"2017-07-01 00:00:00","rust","227"
"2017-07-01 00:00:00","erlang","49"
"2017-07-01 00:00:00","r","4576"
"2017-07-01 00:00:00","shell","742"
"2017-07-01 00:00:00","perl","323"
"2017-07-01 00:00:00","lua","148"
"2017-08-01 00:00:00","javascript","21301"
"2017-08-01 00:00:00","cobol","8"
"2017-08-01 00:00:00","lua","124"
"2017-08-01 00:00:00","kotlin","574"
"2017-08-01 00:00:00","fortran","111"
"2017-08-01 00:00:00","shell","722"
"2017-08-01 00:00:00","typescript","2080"
"2017-08-01 00:00:00","c++","4782"
"2017-08-01 00:00:00","java","13736"
"2017-08-01 00:00:00","haskell","355"
"2017-08-01 00:00:00","assembly","216"
"2017-08-01 00:00:00","python","16456"
"2017-08-01 00:00:00","c","2038"
"2017-08-01 00:00:00","delphi","290"
"2017-08-01 00:00:00","r","4563"
"2017-08-01 00:00:00","julia","81"
"2017-08-01 00:00:00","erlang","60"
"2017-08-01 00:00:00","scala","1175"
"2017-08-01 00:00:00","perl","355"
"2017-08-01 00:00:00","c#","10936"
"2017-08-01 00:00:00","go","607"
"2017-08-01 00:00:00","sql","4594"
"2017-08-01 00:00:00","php","11585"
"2017-08-01 00:00:00","ruby","1391"
"2017-08-01 00:00:00","rust","207"
"2017-08-01 00:00:00","clojure","93"
"2017-08-01 00:00:00","swift","4171"
"2017-08-01 00:00:00","objective-c","983"
"2017-08-01 00:00:00","groovy","284"
"2017-09-01 00:00:00","c#","9858"
"2017-09-01 00:00:00","c","2098"
"2017-09-01 00:00:00","ruby","1222"
"2017-09-01 00:00:00","r","4220"
"2017-09-01 00:00:00","erlang","56"
"2017-09-01 00:00:00","go","543"
"2017-09-01 00:00:00","kotlin","496"
"2017-09-01 00:00:00","groovy","237"
"2017-09-01 00:00:00","sql","4215"
"2017-09-01 00:00:00","rust","139"
"2017-09-01 00:00:00","c++","4462"
"2017-09-01 00:00:00","cobol","8"
"2017-09-01 00:00:00","lua","119"
"2017-09-01 00:00:00","perl","297"
"2017-09-01 00:00:00","python","15428"
"2017-09-01 00:00:00","assembly","229"
"2017-09-01 00:00:00","haskell","389"
"2017-09-01 00:00:00","java","12730"
"2017-09-01 00:00:00","objective-c","886"
"2017-09-01 00:00:00","typescript","1877"
"2017-09-01 00:00:00","clojure","79"
"2017-09-01 00:00:00","swift","3754"
"2017-09-01 00:00:00","shell","666"
"2017-09-01 00:00:00","julia","94"
"2017-09-01 00:00:00","php","10639"
"2017-09-01 00:00:00","scala","1118"
"2017-09-01 00:00:00","delphi","260"
"2017-09-01 00:00:00","fortran","93"
"2017-09-01 00:00:00","javascript","18953"
"2017-10-01 00:00:00","javascript","19815"
"2017-10-01 00:00:00","objective-c","857"
"2017-10-01 00:00:00","lua","118"
"2017-10-01 00:00:00","r","4540"
"2017-10-01 00:00:00","sql","4605"
"2017-10-01 00:00:00","ruby","1297"
"2017-10-01 00:00:00","clojure","102"
"2017-10-01 00:00:00","julia","104"
"2017-10-01 00:00:00","groovy","294"
"2017-10-01 00:00:00","haskell","422"
"2017-10-01 00:00:00","shell","728"
"2017-10-01 00:00:00","c","2772"
"2017-10-01 00:00:00","delphi","221"
"2017-10-01 00:00:00","cobol","10"
"2017-10-01 00:00:00","c#","10212"
"2017-10-01 00:00:00","typescript","1865"
"2017-10-01 00:00:00","go","614"
"2017-10-01 00:00:00","scala","1075"
"2017-10-01 00:00:00","java","13980"
"2017-10-01 00:00:00","python","16921"
"2017-10-01 00:00:00","swift","3890"
"2017-10-01 00:00:00","kotlin","593"
"2017-10-01 00:00:00","c++","5210"
"2017-10-01 00:00:00","erlang","67"
"2017-10-01 00:00:00","fortran","81"
"2017-10-01 00:00:00","php","10786"
"2017-10-01 00:00:00","perl","333"
"2017-10-01 00:00:00","rust","168"
"2017-10-01 00:00:00","assembly","332"
"2017-11-01 00:00:00","scala","1095"
"2017-11-01 00:00:00","java","14151"
"2017-11-01 00:00:00","typescript","1999"
"2017-11-01 00:00:00","kotlin","706"
"2017-11-01 00:00:00","delphi","200"
"2017-11-01 00:00:00","fortran","99"
"2017-11-01 00:00:00","python","16936"
"2017-11-01 00:00:00","julia","103"
"2017-11-01 00:00:00","erlang","61"
"2017-11-01 00:00:00","groovy","285"
"2017-11-01 00:00:00","rust","172"
"2017-11-01 00:00:00","php","10554"
"2017-11-01 00:00:00","shell","738"
"2017-11-01 00:00:00","c","2947"
"2017-11-01 00:00:00","assembly","384"
"2017-11-01 00:00:00","go","654"
"2017-11-01 00:00:00","haskell","467"
"2017-11-01 00:00:00","javascript","19376"
"2017-11-01 00:00:00","r","4501"
"2017-11-01 00:00:00","lua","106"
"2017-11-01 00:00:00","cobol","13"
"2017-11-01 00:00:00","clojure","99"
"2017-11-01 00:00:00","perl","265"
"2017-11-01 00:00:00","ruby","1174"
"2017-11-01 00:00:00","objective-c","809"
"2017-11-01 00:00:00","sql","4593"
"2017-11-01 00:00:00","swift","3662"
"2017-11-01 00:00:00","c++","5028"
"2017-11-01 00:00:00","c#","9771"
"2017-12-01 00:00:00","kotlin","587"
"2017-12-01 00:00:00","swift","3196"
"2017-12-01 00:00:00","scala","870"
"2017-12-01 00:00:00","java","11962"
"2017-12-01 00:00:00","sql","3743"
"2017-12-01 00:00:00","groovy","237"
"2017-12-01 00:00:00","cobol","7"
"2017-12-01 00:00:00","c","2191"
"2017-12-01 00:00:00","go","523"
"2017-12-01 00:00:00","julia","72"
"2017-12-01 00:00:00","objective-c","638"
"2017-12-01 00:00:00","rust","244"
"2017-12-01 00:00:00","haskell","375"
"2017-12-01 00:00:00","ruby","1016"
"2017-12-01 00:00:00","assembly","247"
"2017-12-01 00:00:00","python","14900"
"2017-12-01 00:00:00","clojure","90"
"2017-12-01 00:00:00","javascript","16933"
"2017-12-01 00:00:00","erlang","31"
"2017-12-01 00:00:00","r","3713"
"2017-12-01 00:00:00","c#","8580"
"2017-12-01 00:00:00","fortran","93"
"2017-12-01 00:00:00","php","9083"
"2017-12-01 00:00:00","typescript","1742"
"2017-12-01 00:00:00","delphi","187"
"2017-12-01 00:00:00","c++","4451"
"2017-12-01 00:00:00","shell","623"
"2017-12-01 00:00:00","perl","237"
"2017-12-01 00:00:00","lua","114"
"2018-01-01 00:00:00","php","10068"
"2018-01-01 00:00:00","scala","1038"
"2018-01-01 00:00:00","haskell","348"
"2018-01-01 00:00:00","java","12324"
"2018-01-01 00:00:00","rust","201"
"2018-01-01 00:00:00","groovy","250"
"2018-01-01 00:00:00","erlang","41"
"2018-01-01 00:00:00","c#","9357"
"2018-01-01 00:00:00","perl","245"
"2018-01-01 00:00:00","objective-c","662"
"2018-01-01 00:00:00","kotlin","653"
"2018-01-01 00:00:00","clojure","101"
"2018-01-01 00:00:00","delphi","195"
"2018-01-01 00:00:00","cobol","6"
"2018-01-01 00:00:00","ruby","1160"
"2018-01-01 00:00:00","fortran","85"
"2018-01-01 00:00:00","shell","709"
"2018-01-01 00:00:00","python","16209"
"2018-01-01 00:00:00","sql","4240"
"2018-01-01 00:00:00","c++","4743"
"2018-01-01 00:00:00","c","2210"
"2018-01-01 00:00:00","julia","94"
"2018-01-01 00:00:00","javascript","18865"
"2018-01-01 00:00:00","swift","3735"
"2018-01-01 00:00:00","lua","104"
"2018-01-01 00:00:00","r","4197"
"2018-01-01 00:00:00","typescript","1960"
"2018-01-01 00:00:00","go","542"
"2018-01-01 00:00:00","assembly","253"
"2018-02-01 00:00:00","java","12009"
"2018-02-01 00:00:00","sql","4119"
"2018-02-01 00:00:00","lua","130"
"2018-02-01 00:00:00","python","16279"
"2018-02-01 00:00:00","c","2140"
"2018-02-01 00:00:00","delphi","213"
"2018-02-01 00:00:00","go","581"
"2018-02-01 00:00:00","swift","3399"
"2018-02-01 00:00:00","javascript","17196"
"2018-02-01 00:00:00","haskell","334"
"2018-02-01 00:00:00","perl","231"
"2018-02-01 00:00:00","kotlin","642"
"2018-02-01 00:00:00","fortran","90"
"2018-02-01 00:00:00","shell","636"
"2018-02-01 00:00:00","r","4498"
"2018-02-01 00:00:00","ruby","1030"
"2018-02-01 00:00:00","erlang","45"
"2018-02-01 00:00:00","cobol","3"
"2018-02-01 00:00:00","assembly","281"
"2018-02-01 00:00:00","c#","8567"
"2018-02-01 00:00:00","typescript","1971"
"2018-02-01 00:00:00","groovy","218"
"2018-02-01 00:00:00","php","9083"
"2018-02-01 00:00:00","julia","85"
"2018-02-01 00:00:00","rust","201"
"2018-02-01 00:00:00","scala","987"
"2018-02-01 00:00:00","c++","4565"
"2018-02-01 00:00:00","clojure","94"
"2018-02-01 00:00:00","objective-c","588"
"2018-03-01 00:00:00","erlang","60"
"2018-03-01 00:00:00","delphi","218"
"2018-03-01 00:00:00","rust","258"
"2018-03-01 00:00:00","cobol","14"
"2018-03-01 00:00:00","lua","144"
"2018-03-01 00:00:00","kotlin","800"
"2018-03-01 00:00:00","sql","4765"
"2018-03-01 00:00:00","typescript","2231"
"2018-03-01 00:00:00","julia","79"
"2018-03-01 00:00:00","c#","9774"
"2018-03-01 00:00:00","clojure","105"
"2018-03-01 00:00:00","groovy","232"
"2018-03-01 00:00:00","php","9784"
"2018-03-01 00:00:00","objective-c","597"
"2018-03-01 00:00:00","r","5102"
"2018-03-01 00:00:00","assembly","317"
"2018-03-01 00:00:00","swift","4039"
"2018-03-01 00:00:00","haskell","441"
"2018-03-01 00:00:00","java","13537"
"2018-03-01 00:00:00","scala","1159"
"2018-03-01 00:00:00","c++","5172"
"2018-03-01 00:00:00","shell","697"
"2018-03-01 00:00:00","go","603"
"2018-03-01 00:00:00","python","17874"
"2018-03-01 00:00:00","ruby","1061"
"2018-03-01 00:00:00","perl","288"
"2018-03-01 00:00:00","c","2460"
"2018-03-01 00:00:00","fortran","106"
"2018-03-01 00:00:00","javascript","19111"
"2018-04-01 00:00:00","clojure","82"
"2018-04-01 00:00:00","erlang","62"
"2018-04-01 00:00:00","c","2182"
"2018-04-01 00:00:00","c#","9224"
"2018-04-01 00:00:00","groovy","237"
"2018-04-01 00:00:00","php","8906"
"2018-04-01 00:00:00","perl","253"
"2018-04-01 00:00:00","shell","650"
"2018-04-01 00:00:00","sql","4748"
"2018-04-01 00:00:00","scala","1133"
"2018-04-01 00:00:00","fortran","84"
"2018-04-01 00:00:00","go","617"
"2018-04-01 00:00:00","java","13460"
"2018-04-01 00:00:00","python","16940"
"2018-04-01 00:00:00","typescript","2100"
"2018-04-01 00:00:00","delphi","204"
"2018-04-01 00:00:00","javascript","17927"
"2018-04-01 00:00:00","objective-c","554"
"2018-04-01 00:00:00","rust","203"
"2018-04-01 00:00:00","lua","107"
"2018-04-01 00:00:00","ruby","985"
"2018-04-01 00:00:00","haskell","383"
"2018-04-01 00:00:00","swift","3562"
"2018-04-01 00:00:00","kotlin","775"
"2018-04-01 00:00:00","r","4727"
"2018-04-01 00:00:00","assembly","321"
"2018-04-01 00:00:00","c++","4657"
"2018-04-01 00:00:00","cobol","11"
"2018-04-01 00:00:00","julia","97"
"2018-05-01 00:00:00","kotlin","821"
"2018-05-01 00:00:00","sql","4804"
"2018-05-01 00:00:00","assembly","295"
"2018-05-01 00:00:00","objective-c","582"
"2018-05-01 00:00:00","erlang","52"
"2018-05-01 00:00:00","groovy","245"
"2018-05-01 00:00:00","perl","242"
"2018-05-01 00:00:00","python","17543"
"2018-05-01 00:00:00","c","2366"
"2018-05-01 00:00:00","clojure","93"
"2018-05-01 00:00:00","cobol","14"
"2018-05-01 00:00:00","scala","1104"
"2018-05-01 00:00:00","swift","3611"
"2018-05-01 00:00:00","javascript","18037"
"2018-05-01 00:00:00","rust","237"
"2018-05-01 00:00:00","java","13437"
"2018-05-01 00:00:00","julia","74"
"2018-05-01 00:00:00","c#","9906"
"2018-05-01 00:00:00","shell","649"
"2018-05-01 00:00:00","c++","4678"
"2018-05-01 00:00:00","r","4729"
"2018-05-01 00:00:00","fortran","98"
"2018-05-01 00:00:00","delphi","193"
"2018-05-01 00:00:00","ruby","1032"
"2018-05-01 00:00:00","go","630"
"2018-05-01 00:00:00","php","9399"
"2018-05-01 00:00:00","haskell","330"
"2018-05-01 00:00:00","lua","146"
"2018-05-01 00:00:00","typescript","2124"
"2018-06-01 00:00:00","c","1830"
"2018-06-01 00:00:00","kotlin","778"
"2018-06-01 00:00:00","perl","238"
"2018-06-01 00:00:00","c++","4085"
"2018-06-01 00:00:00","java","11765"
"2018-06-01 00:00:00","c#","8775"
"2018-06-01 00:00:00","erlang","46"
"2018-06-01 00:00:00","swift","3134"
"2018-06-01 00:00:00","rust","214"
"2018-06-01 00:00:00","objective-c","481"
"2018-06-01 00:00:00","shell","613"
"2018-06-01 00:00:00","fortran","112"
"2018-06-01 00:00:00","r","4482"
"2018-06-01 00:00:00","clojure","58"
"2018-06-01 00:00:00","cobol","8"
"2018-06-01 00:00:00","julia","107"
"2018-06-01 00:00:00","php","8400"
"2018-06-01 00:00:00","sql","4457"
"2018-06-01 00:00:00","scala","954"
"2018-06-01 00:00:00","python","16776"
"2018-06-01 00:00:00","lua","136"
"2018-06-01 00:00:00","delphi","186"
"2018-06-01 00:00:00","assembly","205"
"2018-06-01 00:00:00","groovy","212"
"2018-06-01 00:00:00","typescript","2104"
"2018-06-01 00:00:00","go","673"
"2018-06-01 00:00:00","javascript","17157"
"2018-06-01 00:00:00","haskell","308"
"2018-06-01 00:00:00","ruby","989"
"2018-07-01 00:00:00","clojure","55"
"2018-07-01 00:00:00","javascript","17790"
"2018-07-01 00:00:00","lua","180"
"2018-07-01 00:00:00","ruby","940"
"2018-07-01 00:00:00","shell","572"
"2018-07-01 00:00:00","fortran","91"
"2018-07-01 00:00:00","rust","227"
"2018-07-01 00:00:00","python","17916"
"2018-07-01 00:00:00","groovy","198"
"2018-07-01 00:00:00","erlang","40"
"2018-07-01 00:00:00","perl","246"
"2018-07-01 00:00:00","swift","3662"
"2018-07-01 00:00:00","delphi","206"
"2018-07-01 00:00:00","c","1597"
"2018-07-01 00:00:00","r","4403"
"2018-07-01 00:00:00","kotlin","891"
"2018-07-01 00:00:00","scala","929"
"2018-07-01 00:00:00","java","11721"
"2018-07-01 00:00:00","assembly","182"
"2018-07-01 00:00:00","julia","64"
"2018-07-01 00:00:00","objective-c","508"
"2018-07-01 00:00:00","c++","3907"
"2018-07-01 00:00:00","typescript","2192"
"2018-07-01 00:00:00","c#","9385"
"2018-07-01 00:00:00","cobol","10"
"2018-07-01 00:00:00","php","8519"
"2018-07-01 00:00:00","haskell","277"
"2018-07-01 00:00:00","go","687"
"2018-07-01 00:00:00","sql","4601"
"2018-08-01 00:00:00","c#","9470"
"2018-08-01 00:00:00","rust","214"
"2018-08-01 00:00:00","c","1675"
"2018-08-01 00:00:00","python","17715"
"2018-08-01 00:00:00","javascript","17827"
"2018-08-01 00:00:00","groovy","252"
"2018-08-01 00:00:00","haskell","273"
"2018-08-01 00:00:00","erlang","38"
"2018-08-01 00:00:00","delphi","204"
"2018-08-01 00:00:00","perl","227"
"2018-08-01 00:00:00","sql","4467"
"2018-08-01 00:00:00","kotlin","934"
"2018-08-01 00:00:00","php","8453"
"2018-08-01 00:00:00","cobol","17"
"2018-08-01 00:00:00","go","704"
"2018-08-01 00:00:00","ruby","875"
"2018-08-01 00:00:00","shell","605"
"2018-08-01 00:00:00","typescript","2329"
"2018-08-01 00:00:00","clojure","67"
"2018-08-01 00:00:00","julia","151"
"2018-08-01 00:00:00","lua","128"
"2018-08-01 00:00:00","assembly","176"
"2018-08-01 00:00:00","swift","3562"
"2018-08-01 00:00:00","r","4100"
"2018-08-01 00:00:00","fortran","80"
"2018-08-01 00:00:00","java","11281"
"2018-08-01 00:00:00","scala","845"
"2018-08-01 00:00:00","c++","3899"
"2018-08-01 00:00:00","objective-c","470"
"2018-09-01 00:00:00","haskell","295"
"2018-09-01 00:00:00","lua","113"
"2018-09-01 00:00:00","python","15997"
"2018-09-01 00:00:00","sql","3832"
"2018-09-01 00:00:00","objective-c","411"
"2018-09-01 00:00:00","ruby","775"
"2018-09-01 00:00:00","shell","532"
"2018-09-01 00:00:00","typescript","2159"
"2018-09-01 00:00:00","c#","8346"
"2018-09-01 00:00:00","c++","3734"
"2018-09-01 00:00:00","scala","835"
"2018-09-01 00:00:00","c","1829"
"2018-09-01 00:00:00","kotlin","856"
"2018-09-01 00:00:00","swift","3133"
"2018-09-01 00:00:00","assembly","256"
"2018-09-01 00:00:00","java","10694"
"2018-09-01 00:00:00","groovy","207"
"2018-09-01 00:00:00","fortran","66"
"2018-09-01 00:00:00","perl","205"
"2018-09-01 00:00:00","r","3749"
"2018-09-01 00:00:00","cobol","16"
"2018-09-01 00:00:00","julia","146"
"2018-09-01 00:00:00","delphi","181"
"2018-09-01 00:00:00","clojure","85"
"2018-09-01 00:00:00","php","7625"
"2018-09-01 00:00:00","rust","219"
"2018-09-01 00:00:00","erlang","33"
"2018-09-01 00:00:00","go","671"
"2018-09-01 00:00:00","javascript","15975"
"2018-10-01 00:00:00","delphi","221"
"2018-10-01 00:00:00","javascript","17379"
"2018-10-01 00:00:00","kotlin","1054"
"2018-10-01 00:00:00","r","4352"
"2018-10-01 00:00:00","objective-c","414"
"2018-10-01 00:00:00","c","2442"
"2018-10-01 00:00:00","go","790"
"2018-10-01 00:00:00","python","18120"
"2018-10-01 00:00:00","shell","615"
"2018-10-01 00:00:00","clojure","80"
"2018-10-01 00:00:00","sql","4437"
"2018-10-01 00:00:00","typescript","2378"
"2018-10-01 00:00:00","scala","879"
"2018-10-01 00:00:00","fortran","70"
"2018-10-01 00:00:00","ruby","896"
"2018-10-01 00:00:00","assembly","320"
"2018-10-01 00:00:00","cobol","9"
"2018-10-01 00:00:00","groovy","206"
"2018-10-01 00:00:00","php","8118"
"2018-10-01 00:00:00","rust","218"
"2018-10-01 00:00:00","haskell","359"
"2018-10-01 00:00:00","java","12475"
"2018-10-01 00:00:00","swift","3262"
"2018-10-01 00:00:00","perl","277"
"2018-10-01 00:00:00","erlang","40"
"2018-10-01 00:00:00","lua","120"
"2018-10-01 00:00:00","c#","9322"
"2018-10-01 00:00:00","c++","4296"
"2018-10-01 00:00:00","julia","132"
"2018-11-01 00:00:00","perl","235"
"2018-11-01 00:00:00","c#","8454"
"2018-11-01 00:00:00","kotlin","989"
"2018-11-01 00:00:00","objective-c","338"
"2018-11-01 00:00:00","cobol","9"
